r_m,clock_clean,clock_noisy,interf_clean,interf_noisy,cavity_clean,cavity_noisy,grav_clean,grav_noisy
24.0,518400009723039.06,518419663360225.6,0.22151608907798762,0.2222519239985928,0.5000000093779312,0.4999754522541425,11441086508.51348,11461459537.599644
24.3,518400004303259.9,518346301336711.2,0.09803943867194839,0.09868147342826787,0.5000000041505207,0.49996573530764915,5468487038.828522,5472737365.876529
24.599999999999998,518400001846869.3,518317435788550.25,0.04207648248367932,0.04178131097233428,0.5000000017813169,0.5000295366979282,2531913329.316526,2532160619.4658413
24.9,518400000768043.94,518571304364404.56,0.017498034899080656,0.017632444800124245,0.5000000007407831,0.4998368681836051,1134735938.644021,1135435499.5987952
25.2,518400000309251.1,518213299760852.94,0.0070455430383796185,0.007022382514444833,0.5000000002982746,0.4998832456596116,491906849.44134885,492068462.7468128
25.5,518400000120468.06,518341193881546.75,0.0027445745804278955,0.0027325569490595785,0.5000000001161922,0.49998224579300554,206103799.12080178,205808571.47205997
25.8,518400000045365.3,518286202015448.06,0.0010335391431363068,0.0010329358284442381,0.5000000000437551,0.5000126998695835,83401229.80438107,83329361.18844254
26.099999999999998,518400000016501.3,518457703436089.44,0.0003759430285611132,0.00037974377358809634,0.5000000000159156,0.4999694894913856,32569106.632377293,32504969.600364164
26.4,518400000005793.06,518401978553065.75,0.0001319800140948137,0.00013124555041190328,0.5000000000055874,0.4999718734796925,12264368.676645024,12278453.604000254
26.7,518400000001961.2,518398126844449.4,4.468163701244708e-05,4.4587926580281427e-05,0.5000000000018916,0.499959035838422,4449847.295449621,4448698.847699937
27.0,518400000000639.75,518439569018103.94,1.4575532296208078e-05,1.4536877392559529e-05,0.5000000000006171,0.5000305214558848,1554376.2081260907,1553408.972246316
27.3,518400000000201.0,518489361024406.56,4.5775154012938544e-06,4.592373681103912e-06,0.5000000000001938,0.4999330033505936,522307.19681456365,522950.49143782206
27.599999999999998,518400000000060.7,518369649594223.25,1.3828554150019633e-06,1.3838833281352844e-06,0.5000000000000585,0.49994224952917526,168695.51091417496,168572.78030069167
27.9,518400000000017.6,518348709376814.94,4.015066680552169e-07,4.0328739763154066e-07,0.500000000000017,0.5000383567367936,52330.19595755148,52361.151720337955
28.2,518400000000004.94,518180020880071.8,1.1194408792970163e-07,1.1131414155186397e-07,0.5000000000000048,0.49998749963431116,15581.211516548803,15591.694704039272
28.5,518400000000001.25,518583047159390.75,2.9944791146063107e-08,2.96238603594188e-08,0.5000000000000012,0.49995792747444884,4452.806633034397,4452.854021290106
28.799999999999997,518400000000000.4,518458907939444.94,7.678358456978614e-09,7.66513019798113e-09,0.5000000000000003,0.49996854070951585,1224.1458072260355,1225.1031245593724
29.099999999999998,518400000000000.1,518512712599972.44,1.8856175709845514e-09,1.8885572728876565e-09,0.5000000000000001,0.49993357718827497,327.4497115282086,327.53896729415317
29.4,518400000000000.0,518426738592120.3,4.4308198060122027e-10,4.420312386803311e-10,0.5,0.5000130618578178,89.25713368905987,89.379012951703
29.7,518400000000000.0,518388936012639.1,9.95320218561974e-11,9.921027674976044e-11,0.5,0.5000164693467188,28.79362074841864,28.744760265882096
30.0,518400000000000.0,518543601529225.44,2.1354469471964336e-11,2.137185358700857e-11,0.5,0.4999641365964707,14.139550752573907,14.157102956478173
30.299999999999997,518400000000000.0,518402256806625.56,4.371765447509651e-12,4.388796004044489e-12,0.5,0.49998364185852134,10.751609578812023,10.747644738308763
30.599999999999998,518400000000000.0,518228073866387.6,8.532137392751639e-13,8.490721944020147e-13,0.5,0.5000398351687685,10.005101280478113,10.002198028229337
30.9,518400000000000.0,518410117006364.4,1.5859098223992057e-13,1.5831977954095145e-13,0.5,0.49996476368468046,9.84847718311797,9.834278625091637
31.2,518400000000000.0,518353976114429.4,2.804797227506651e-14,2.8282780258768624e-14,0.5,0.5000874328239308,9.817215870286633,9.81904202134451
31.5,518400000000000.0,518478861392999.94,4.715257130041477e-15,4.728657169121325e-15,0.5,0.49993291661212447,9.811285584389099,9.80883097007057
31.799999999999997,518400000000000.0,518416099182464.0,7.527742399316823e-16,7.536059575992812e-16,0.5,0.49994447945472104,9.810217379584826,9.814536507361481
32.1,518400000000000.0,518278097534139.3,1.1401185999805232e-16,1.132266886095886e-16,0.5,0.5000382317965052,9.810034851287618,9.800048757726078
32.4,518400000000000.0,518381562905486.56,1.6365437126864946e-17,1.6331964899058523e-17,0.5,0.4999342511427915,9.81000529263791,9.82312368657493
32.699999999999996,518400000000000.0,518172161773861.0,2.2241281097938655e-18,2.2157602006418783e-18,0.5,0.4999969511556496,9.810000760581852,9.797588427202259
33.0,518400000000000.0,518271947753267.8,2.8589386703411475e-19,2.853007903400996e-19,0.5,0.5000886679839239,9.810000103324443,9.801523129999667
33.3,518400000000000.0,518381798080712.9,3.4722972757965306e-20,3.4791956594560403e-20,0.5,0.49993630331794126,9.810000013255687,9.815391594523005
33.6,518400000000000.0,518335549330928.25,3.9805774537783065e-21,3.993312772863963e-21,0.5,0.4999832176603188,9.810000001604346,9.78318154982275
33.9,518400000000000.0,518329555270734.44,4.302673613364083e-22,4.333326488420518e-22,0.5,0.5000178522261858,9.810000000182995,9.803865576252067
34.199999999999996,518400000000000.0,518507119314927.94,4.3806224827914916e-23,4.3935702203575345e-23,0.5,0.5000650945003622,9.81000000001965,9.808623258942687
34.5,518400000000000.0,518478019336150.8,4.196393794128907e-24,4.172264338547192e-24,0.5,0.49997013416929553,9.810000000001985,9.812022976390985
34.8,518400000000000.0,518379373676223.0,3.7782739170371334e-25,3.740278055329265e-25,0.5,0.5000021739346308,9.810000000000189,9.828456488244974
35.1,518400000000000.0,518498459261787.25,3.193869598711596e-26,3.1877042585384707e-26,0.5,0.5000752830738604,9.810000000000016,9.821922467187445
35.4,518400000000000.0,518371900214608.8,2.532054948397674e-27,2.5156719228114224e-27,0.5,0.5000096718379763,9.810000000000002,9.815357983718997
35.699999999999996,518400000000000.0,518234120250446.3,1.8805412944772332e-28,1.8768744400395035e-28,0.5,0.49987552545950803,9.81,9.812891431350439
36.0,518400000000000.0,518569263412295.06,1.306964981980607e-29,1.3068504189680974e-29,0.5,0.5000188342522528,9.81,9.834898816997054
36.3,518400000000000.0,518230269468306.6,8.490432463199953e-31,8.528983253394158e-31,0.5,0.500032586567002,9.81,9.816290123135985
36.6,518400000000000.0,518408052257121.8,5.149793777116226e-32,5.127112427445944e-32,0.5,0.5000284300632116,9.81,9.819887196831475
36.9,518400000000000.0,518415625439846.4,2.9130594112038567e-33,2.9104959101217154e-33,0.5,0.49998991961921063,9.81,9.82577595226778
37.199999999999996,518400000000000.0,518439555581448.94,1.5350041837164866e-34,1.536491695521089e-34,0.5,0.4999930482529477,9.81,9.803456254352056
37.5,518400000000000.0,518325437158309.8,7.5260599055085e-36,7.514852123597959e-36,0.5,0.49994501538209635,9.81,9.805707208658756
37.8,518400000000000.0,518500610790959.25,3.429389083562084e-37,3.403159832570367e-37,0.5,0.500063160168606,9.81,9.806738175134983
38.1,518400000000000.0,518272844585523.6,1.45059394228904e-38,1.4570115493519238e-38,0.5,0.49998665087793753,9.81,9.801255845895682
38.4,518400000000000.0,518296476808563.94,5.689052218315724e-40,5.739851320107871e-40,0.5,0.4999781458767552,9.81,9.805348934288704
38.699999999999996,518400000000000.0,518326683783893.6,2.0662355296140452e-41,2.0603968061260493e-41,0.5,0.49995431205055085,9.81,9.800727308408895
39.0,518400000000000.0,518395912507188.8,6.9413251044282705e-43,6.930468282309535e-43,0.5,0.4999972891341926,9.81,9.81420384938948
39.3,518400000000000.0,518413448302415.06,2.1542710272227466e-44,2.1409266110170271e-44,0.5,0.49997399063410786,9.81,9.79574540720022
39.6,518400000000000.0,518384947653157.6,6.169107787465416e-46,6.1649073654219616e-46,0.5,0.5000217511696881,9.81,9.807572969189211
39.9,518400000000000.0,518460100957567.8,1.62806985458448e-47,1.6415753354144325e-47,0.5,0.4999846730969627,9.81,9.816939005452799
40.199999999999996,518400000000000.0,518359864716830.7,3.9546940936676024e-49,3.959544873549578e-49,0.5,0.5000078079423681,9.81,9.820175565984263
40.5,518400000000000.0,518358808984955.0,8.83076632044363e-51,8.831566758970351e-51,0.5,0.4999701410274358,9.81,9.808471768694204
40.8,518400000000000.0,518513456021775.5,1.8104307139486652e-52,1.7951254048061894e-52,0.5,0.4999352708305785,9.81,9.813384794877532
41.1,518400000000000.0,518570634355327.1,3.403390279509632e-54,3.4254412276111664e-54,0.5,0.49992051372419616,9.81,9.809829493956313
41.4,518400000000000.0,518459155108840.4,5.859116957880906e-56,5.810750532163607e-56,0.5,0.4999751941451417,9.81,9.809859861561321
41.699999999999996,518400000000000.0,518277292545430.7,9.225359854796275e-58,9.251439956677966e-58,0.5,0.4999544917223334,9.81,9.81731391691762
42.0,518400000000000.0,518346008645337.56,1.326787267217905e-59,1.3142508539247425e-59,0.5,0.49998947725495235,9.81,9.78766361076892
42.3,518400000000000.0,518519485958964.6,1.7406767541882787e-61,1.7445325990741285e-61,0.5,0.5000682291005618,9.81,9.809306158288752
42.6,518400000000000.0,518355241748698.1,2.0804715056047734e-63,2.0947755028625345e-63,0.5,0.4999846366039711,9.81,9.804119822920546
42.9,518400000000000.0,518393041739972.1,2.2623307762659434e-65,2.2584988544767007e-65,0.5,0.5000516365465081,9.81,9.811377140031263
43.199999999999996,518400000000000.0,518516046049553.4,2.235223393427463e-67,2.2256445524751807e-67,0.5,0.50005953732628,9.81,9.800091852710121
43.5,518400000000000.0,518472454411107.6,2.003881341718352e-69,2.0059411417436208e-69,0.5,0.5000034258180687,9.81,9.807558027281999
43.8,518400000000000.0,518516989605688.8,1.6278746973090143e-71,1.6237833666258839e-71,0.5,0.5000404723296175,9.81,9.814727070545567
44.1,518400000000000.0,518550142194646.06,1.196672864092859e-73,1.193869727414572e-73,0.5,0.4999398206266055,9.81,9.80491365374371
44.4,518400000000000.0,518311476890181.8,7.9494839319062e-76,7.913978910929391e-76,0.5,0.500009031493294,9.81,9.813809594647209
44.699999999999996,518400000000000.0,518524997829347.6,4.765526659716763e-78,4.77735066552621e-78,0.5,0.5000412918177675,9.81,9.815223341236436
45.0,518400000000000.0,518433657610252.2,2.5744634264124396e-80,2.5524453174031927e-80,0.5,0.5000493733390243,9.81,9.795414782219138
45.3,518400000000000.0,518558010307142.7,1.2515774048942236e-82,1.2524415294456597e-82,0.5,0.4999514262975345,9.81,9.810822121910908
45.6,518400000000000.0,518381945513752.0,5.467780903916201e-85,5.442894879362567e-85,0.5,0.49993897850967944,9.81,9.80638025966494
45.9,518400000000000.0,518455347414748.8,2.1435324476637244e-87,2.153897687404878e-87,0.5,0.4999776572088409,9.81,9.804413244118178
46.199999999999996,518400000000000.0,518442300394201.25,7.5299775789947855e-90,7.603719694626854e-90,0.5,0.5000387598682594,9.81,9.794011271329586
46.5,518400000000000.0,518550898713462.56,2.3668840886738702e-92,2.3843123449256316e-92,0.5,0.49997224109095245,9.81,9.828358792163538
46.8,518400000000000.0,518376504054153.4,6.64738656194804e-95,6.65993050405737e-95,0.5,0.5000083662747881,9.81,9.796452131570765
47.1,518400000000000.0,518379157139693.9,1.6656448147448763e-97,1.6766243827893514e-97,0.5,0.5001366238445313,9.81,9.82954573273062
47.4,518400000000000.0,518392284334394.2,3.7182123220485903e-100,3.728247859909101e-100,0.5,0.5000580727750034,9.81,9.808544256219996
47.699999999999996,518400000000000.0,518547927191905.75,7.38354689730688e-103,7.383618639859668e-103,0.5,0.49999716041123615,9.81,9.808277144284725
48.0,518400000000000.0,518230369534040.75,1.3023557098991702e-105,1.292677056946696e-105,0.5,0.5000259947407706,9.81,9.800271596961597
48.3,518400000000000.0,518351695485059.6,2.037410415916868e-108,2.0501063085975e-108,0.5,0.4999011101294479,9.81,9.797484249377842
48.6,518400000000000.0,518462117997069.9,2.8226580646615084e-111,2.8096797428908942e-111,0.5,0.5000129212472553,9.81,9.79591672518734
48.9,518400000000000.0,518243616459263.9,3.457891137722236e-114,3.4595946437722046e-114,0.5,0.49993205981243616,9.81,9.820406522916123
49.199999999999996,518400000000000.0,518348841610600.5,3.7400381992949904e-117,3.734620383048513e-117,0.5,0.4999645901930384,9.81,9.80263952737843
49.5,518400000000000.0,518475927184222.75,3.56604437560004e-120,3.567816880130363e-120,0.5,0.5000399256614416,9.81,9.814444697601035
49.8,518400000000000.0,518266977653105.25,2.9927722538858444e-123,3.0037899138858573e-123,0.5,0.4999499678648816,9.81,9.824455298391756
50.1,518400000000000.0,518359389962400.06,2.2073082161285145e-126,2.202963163874488e-126,0.5,0.49992000013020255,9.81,9.813926509988022
50.4,518400000000000.0,518356694402777.4,1.4284885696589934e-129,1.4291488105276421e-129,0.5,0.500053409227,9.81,9.83038613277218
50.699999999999996,518400000000000.0,518540815023463.8,8.099030979563384e-133,8.045941641697283e-133,0.5,0.5001300675380231,9.81,9.814138873736843
51.0,518400000000000.0,518403665854143.7,4.016481786597641e-136,4.02028256577062e-136,0.5,0.5000424590877597,9.81,9.80748538570714
51.3,518400000000000.0,518548761275758.1,1.739501765112819e-139,1.7369344048195632e-139,0.5,0.4999993275711011,9.81,9.821162532670199
51.6,518400000000000.0,518239535110851.3,6.568649415416123e-143,6.61903439207306e-143,0.5,0.49998852698983903,9.81,9.80542931669523
51.9,518400000000000.0,518150581287289.94,2.159241238026116e-146,2.1599507757296015e-146,0.5,0.4999634276484429,9.81,9.813581517563192
52.199999999999996,518400000000000.0,518346134629358.56,6.168758757739739e-150,6.147809957144522e-150,0.5,0.4999931990449112,9.81,9.8084511739639
52.5,518400000000000.0,518393293932061.06,1.5291832697411785e-153,1.5169583029801812e-153,0.5,0.49995334340331665,9.81,9.79404124803027
52.8,518400000000000.0,518506265307318.25,3.2837942745539586e-157,3.3153229702075015e-157,0.5,0.5000026039852248,9.81,9.81525172547707
53.1,518400000000000.0,518393509132778.1,6.0986322590017754e-161,6.043936645231837e-161,0.5,0.5000675801802533,9.81,9.81258086258271
53.4,518400000000000.0,518265328438151.3,9.779359966465207e-165,9.814834400209157e-165,0.5,0.4999054364349898,9.81,9.801298331934953
53.699999999999996,518400000000000.0,518226329042154.0,1.351721448477055e-168,1.3581953609445323e-168,0.5,0.5000734210640365,9.81,9.817644325481718
54.0,518400000000000.0,518439294250475.0,1.6078147192355136e-172,1.5918529827866346e-172,0.5,0.5000522333363966,9.81,9.80970354819238
54.3,518400000000000.0,518341234975834.3,1.642956185155776e-176,1.6416241779229857e-176,0.5,0.4999803801470502,9.81,9.798406606008733
54.6,518400000000000.0,518422436572805.06,1.4398665471664025e-180,1.4482250067086476e-180,0.5,0.4999802357660199,9.81,9.805078858310981
54.9,518400000000000.0,518242656807097.4,1.0804030490325207e-184,1.088140085792058e-184,0.5,0.4999610278404177,9.81,9.805022215915566
55.199999999999996,518400000000000.0,518545750048045.1,6.929048628000681e-189,6.9241033409575084e-189,0.5,0.500002431777565,9.81,9.806036014901752
55.5,518400000000000.0,518601627605442.06,3.7917399445293357e-193,3.816863799201372e-193,0.5,0.49997521906506326,9.81,9.815666654899212
55.8,518400000000000.0,518498781445333.3,1.7673778625902264e-197,1.7698901627400225e-197,0.5,0.5000159276067246,9.81,9.811784854557668
56.1,518400000000000.0,518438532178987.5,7.004722671721445e-202,7.053852026323886e-202,0.5,0.49997365819941825,9.81,9.818261308872431
56.4,518400000000000.0,518534868996009.1,2.3564802860223768e-206,2.3617805260066665e-206,0.5,0.4999835044216379,9.81,9.804626715255136
56.699999999999996,518400000000000.0,518401923494530.7,6.717143071072112e-211,6.696417226981021e-211,0.5,0.4999162975305456,9.81,9.818458663921273
57.0,518400000000000.0,518385408058923.8,1.6195181852678058e-215,1.6287730597210253e-215,0.5,0.5000340698188246,9.81,9.822437608936864
57.3,518400000000000.0,518400318068288.06,3.29682542438968e-220,3.2836978898829966e-220,0.5,0.5000264519792977,9.81,9.813791774444097
57.599999999999994,518400000000000.0,518393195608934.44,5.656389937244393e-225,5.642109710570856e-225,0.5,0.5000188293480217,9.81,9.816328769873389
57.9,518400000000000.0,518293709860780.25,8.164626185210651e-230,8.117714139976635e-230,0.5,0.5000057578234932,9.81,9.816681701624711
